top_comp;bottom_comp;num_pieces;cycles;paths;points;index;fm_dimension;fm_volume;fm_nvolume;fm_ehrhart;fm_fvector;sfm_dimension;sfm_volume;sfm_nvolume;sfm_ehrhart;sfm_fvector
2|1|4|1;4|1|1|1|1;3;0;2;1;2;5;1/6;20;1/6*t^5 + 5/4*t^4 + 11/3*t^3 + 21/4*t^2 + 11/3*t + 1;(1, 15, 39, 44, 26, 8, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;4|1|1|2;2;0;2;0;2;6;1/6;120;1/6*t^6 + 17/12*t^5 + 59/12*t^4 + 107/12*t^3 + 107/12*t^2 + 14/3*t + 1;(1, 30, 93, 127, 96, 42, 10, 1);5;1/120;1;1/120*t^5 + 1/8*t^4 + 17/24*t^3 + 15/8*t^2 + 137/60*t + 1;(1, 6, 15, 20, 15, 6, 1)
2|1|4|1;4|1|2|1;2;0;1;1;1;6;1/9;80;1/9*t^6 + t^5 + 133/36*t^4 + 43/6*t^3 + 277/36*t^2 + 13/3*t + 1;(1, 25, 80, 114, 90, 41, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;4|1|3;2;0;2;0;2;6;1/9;80;1/9*t^6 + t^5 + 133/36*t^4 + 43/6*t^3 + 277/36*t^2 + 13/3*t + 1;(1, 25, 80, 114, 90, 41, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;4|2|1|1;3;1;1;1;3;6;1/18;40;1/18*t^6 + 7/12*t^5 + 89/36*t^4 + 65/12*t^3 + 233/36*t^2 + 4*t + 1;(1, 20, 62, 88, 71, 34, 9, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;4|2|2;2;1;1;0;3;7;1/18;280;1/18*t^7 + 23/36*t^6 + 55/18*t^5 + 71/9*t^4 + 107/9*t^3 + 377/36*t^2 + 5*t + 1;(1, 40, 144, 238, 230, 139, 52, 11, 1);5;1/120;1;1/120*t^5 + 1/8*t^4 + 17/24*t^3 + 15/8*t^2 + 137/60*t + 1;(1, 6, 15, 20, 15, 6, 1)
2|1|4|1;4|3|1;2;0;1;1;1;6;1/18;40;1/18*t^6 + 7/12*t^5 + 89/36*t^4 + 65/12*t^3 + 233/36*t^2 + 4*t + 1;(1, 20, 62, 88, 71, 34, 9, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;4|4;1;0;1;0;1;7;1/36;140;1/36*t^7 + 25/72*t^6 + 131/72*t^5 + 373/72*t^4 + 623/72*t^3 + 305/36*t^2 + 9/2*t + 1;(1, 30, 113, 199, 205, 131, 51, 11, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;5|1|1|1;3;0;1;2;1;5;3/20;18;3/20*t^5 + 9/8*t^4 + 10/3*t^3 + 39/8*t^2 + 211/60*t + 1;(1, 14, 41, 51, 31, 9, 1);5;1/120;1;1/120*t^5 + 1/8*t^4 + 17/24*t^3 + 15/8*t^2 + 137/60*t + 1;(1, 6, 15, 20, 15, 6, 1)
2|1|4|1;5|1|2;2;0;1;1;1;6;3/20;108;3/20*t^6 + 51/40*t^5 + 107/24*t^4 + 197/24*t^3 + 1007/120*t^2 + 271/60*t + 1;(1, 28, 96, 143, 113, 49, 11, 1);6;1/720;1;1/720*t^6 + 7/240*t^5 + 35/144*t^4 + 49/48*t^3 + 203/90*t^2 + 49/20*t + 1;(1, 7, 21, 35, 35, 21, 7, 1)
2|1|4|1;5|2|1;3;1;0;2;2;6;19/180;76;19/180*t^6 + 19/20*t^5 + 253/72*t^4 + 41/6*t^3 + 2657/360*t^2 + 253/60*t + 1;(1, 24, 88, 138, 112, 49, 11, 1);6;1/720;1;1/720*t^6 + 7/240*t^5 + 35/144*t^4 + 49/48*t^3 + 203/90*t^2 + 49/20*t + 1;(1, 7, 21, 35, 35, 21, 7, 1)
2|1|4|1;5|3;2;0;1;1;1;6;19/180;76;19/180*t^6 + 19/20*t^5 + 253/72*t^4 + 41/6*t^3 + 2657/360*t^2 + 253/60*t + 1;(1, 24, 88, 138, 112, 49, 11, 1);6;1/720;1;1/720*t^6 + 7/240*t^5 + 35/144*t^4 + 49/48*t^3 + 203/90*t^2 + 49/20*t + 1;(1, 7, 21, 35, 35, 21, 7, 1)
2|1|4|1;6|1|1;3;1;1;1;3;6;5/144;25;5/144*t^6 + 19/48*t^5 + 263/144*t^4 + 209/48*t^3 + 203/36*t^2 + 15/4*t + 1;(1, 17, 60, 96, 83, 40, 10, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;6|2;2;1;1;0;3;7;5/144;175;5/144*t^7 + 31/72*t^6 + 20/9*t^5 + 445/72*t^4 + 1439/144*t^3 + 169/18*t^2 + 19/4*t + 1;(1, 34, 137, 252, 262, 163, 60, 12, 1);4;1/24;1;1/24*t^4 + 5/12*t^3 + 35/24*t^2 + 25/12*t + 1;(1, 5, 10, 10, 5, 1)
2|1|4|1;7|1;2;0;1;1;1;6;1/72;10;1/72*t^6 + 23/120*t^5 + 19/18*t^4 + 71/24*t^3 + 319/72*t^2 + 67/20*t + 1;(1, 13, 44, 71, 64, 33, 9, 1);3;1/6;1;1/6*t^3 + t^2 + 11/6*t + 1;(1, 4, 6, 4, 1)
2|1|4|1;8;1;0;1;0;1;7;1/420;12;1/420*t^7 + 11/240*t^6 + 29/80*t^5 + 73/48*t^4 + 291/80*t^3 + 74/15*t^2 + 1469/420*t + 1;(1, 15, 59, 116, 135, 97, 42, 10, 1);3;1/6;1;1/6*t^3 + t^2 + 11/6*t + 1;(1, 4, 6, 4, 1)
2|1|5;2|1|5;5;3;0;2;6;6;1/48;15;1/48*t^6 + 13/48*t^5 + 67/48*t^4 + 175/48*t^3 + 61/12*t^2 + 43/12*t + 1;(1, 15, 45, 65, 55, 28, 8, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|1|1|1|1;4;1;2;1;4;5;1/4;30;1/4*t^5 + 7/4*t^4 + 19/4*t^3 + 25/4*t^2 + 4*t + 1;(1, 18, 45, 48, 27, 8, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|1|1|2;3;1;1;1;3;6;1/6;120;1/6*t^6 + 17/12*t^5 + 59/12*t^4 + 107/12*t^3 + 107/12*t^2 + 14/3*t + 1;(1, 30, 93, 127, 96, 42, 10, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|1|2|1;3;1;2;0;4;6;1/12;60;1/12*t^6 + 5/6*t^5 + 10/3*t^4 + 41/6*t^3 + 91/12*t^2 + 13/3*t + 1;(1, 24, 72, 98, 76, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|1|3;3;1;2;0;4;6;1/12;60;1/12*t^6 + 5/6*t^5 + 10/3*t^4 + 41/6*t^3 + 91/12*t^2 + 13/3*t + 1;(1, 24, 72, 98, 76, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|2|1|1;3;1;2;0;4;6;1/12;60;1/12*t^6 + 5/6*t^5 + 10/3*t^4 + 41/6*t^3 + 91/12*t^2 + 13/3*t + 1;(1, 24, 72, 98, 76, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|2|2;2;1;1;0;3;7;1/16;315;1/16*t^7 + 17/24*t^6 + 10/3*t^5 + 203/24*t^4 + 601/48*t^3 + 65/6*t^2 + 61/12*t + 1;(1, 42, 153, 254, 244, 145, 53, 11, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|3|1;4;2;1;1;5;6;1/12;60;1/12*t^6 + 5/6*t^5 + 10/3*t^4 + 41/6*t^3 + 91/12*t^2 + 13/3*t + 1;(1, 24, 72, 98, 76, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|2|4;2;1;1;0;3;7;1/48;105;1/48*t^7 + 7/24*t^6 + 5/3*t^5 + 121/24*t^4 + 419/48*t^3 + 26/3*t^2 + 55/12*t + 1;(1, 30, 105, 175, 175, 111, 44, 10, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|3|1|1|1;4;1;2;1;4;5;1/6;20;1/6*t^5 + 5/4*t^4 + 11/3*t^3 + 21/4*t^2 + 11/3*t + 1;(1, 15, 39, 44, 26, 8, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|3|1|2;3;1;1;1;3;6;1/8;90;1/8*t^6 + 9/8*t^5 + 33/8*t^4 + 63/8*t^3 + 33/4*t^2 + 9/2*t + 1;(1, 27, 87, 123, 95, 42, 10, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|3|2|1;3;1;2;0;4;6;1/16;45;1/16*t^6 + 31/48*t^5 + 43/16*t^4 + 277/48*t^3 + 27/4*t^2 + 49/12*t + 1;(1, 21, 66, 94, 75, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|3|3;3;1;2;0;4;6;1/16;45;1/16*t^6 + 31/48*t^5 + 43/16*t^4 + 277/48*t^3 + 27/4*t^2 + 49/12*t + 1;(1, 21, 66, 94, 75, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|4|1|1;3;1;2;0;4;6;1/24;30;1/24*t^6 + 11/24*t^5 + 49/24*t^4 + 113/24*t^3 + 71/12*t^2 + 23/6*t + 1;(1, 18, 57, 84, 70, 34, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|4|2;3;2;1;0;5;7;1/30;168;1/30*t^7 + 33/80*t^6 + 511/240*t^5 + 95/16*t^4 + 2317/240*t^3 + 183/20*t^2 + 281/60*t + 1;(1, 33, 126, 221, 223, 138, 52, 11, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|5|1;3;1;2;0;4;6;1/48;15;1/48*t^6 + 13/48*t^5 + 67/48*t^4 + 175/48*t^3 + 61/12*t^2 + 43/12*t + 1;(1, 15, 45, 65, 55, 28, 8, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;2|6;2;1;1;0;3;7;1/240;21;1/240*t^7 + 3/40*t^6 + 11/20*t^5 + 17/8*t^4 + 373/80*t^3 + 29/5*t^2 + 227/60*t + 1;(1, 18, 63, 111, 120, 83, 36, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|1|1|1|1;4;0;3;1;3;4;1/4;6;1/4*t^4 + 3/2*t^3 + 13/4*t^2 + 3*t + 1;(1, 9, 18, 15, 6, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|1|1|2;3;0;2;1;2;5;1/6;20;1/6*t^5 + 5/4*t^4 + 11/3*t^3 + 21/4*t^2 + 11/3*t + 1;(1, 15, 39, 44, 26, 8, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|1|2|1;3;0;3;0;3;5;1/12;10;1/12*t^5 + 3/4*t^4 + 31/12*t^3 + 17/4*t^2 + 10/3*t + 1;(1, 12, 30, 34, 21, 7, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|1|3;3;0;3;0;3;5;1/12;10;1/12*t^5 + 3/4*t^4 + 31/12*t^3 + 17/4*t^2 + 10/3*t + 1;(1, 12, 30, 34, 21, 7, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|2|1|1;3;0;3;0;3;5;1/12;10;1/12*t^5 + 3/4*t^4 + 31/12*t^3 + 17/4*t^2 + 10/3*t + 1;(1, 12, 30, 34, 21, 7, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|2|2;2;0;2;0;2;6;1/16;45;1/16*t^6 + 31/48*t^5 + 43/16*t^4 + 277/48*t^3 + 27/4*t^2 + 49/12*t + 1;(1, 21, 66, 94, 75, 35, 9, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
2|1|5;3|1|3|1;4;1;2;1;4;5;1/12;10;1/12*t^5 + 3/4*t^4 + 31/12*t^3 + 17/4*t^2 + 10/3*t + 1;(1, 12, 30, 34, 21, 7, 1);2;1/2;1;1/2*t^2 + 3/2*t + 1;(1, 3, 3, 1)
